Date,Average Temperature_x,Anomaly,Maximun Temperature,Anomaly.1,Minimum Temperature,Anomaly.2,Year,Month,encode_state
192808,63.3,-1.9,78.7,-1.1,48,-2.7,1929,8,0
192809,56.8,-0.6,73.4,1.2,40.3,-2.2,1929,9,0
192810,46.5,0.1,59.9,-0.9,33.1,1.1,1929,10,0
192811,32.5,-1,43.8,-2.8,21.2,0.9,1929,11,0
192812,21.9,-3.2,34.7,-2.9,9.1,-3.5,1929,12,0
192901,20.8,-2.9,33.1,-3.3,8.6,-2.4,1930,1,0
192902,18.2,-9,31.5,-8.9,5,-9.1,1930,2,0
192903,32.7,-0.9,45.5,-1.3,19.9,-0.5,1930,3,0
192904,40.6,-1.9,53.9,-2.3,27.3,-1.6,1930,4,0
192905,50.3,-1.6,64.4,-1.4,36.2,-1.7,1930,5,0
192906,60.8,-0.5,77,0.7,44.7,-1.5,1930,6,0
192907,67.3,0.3,81.9,0,52.8,0.7,1930,7,0
192908,65.6,0.4,79.4,-0.4,51.8,1.1,1930,8,0
192909,54.6,-2.8,67.6,-4.6,41.6,-0.9,1930,9,0
192910,45.8,-0.6,59.2,-1.6,32.3,0.3,1930,10,0
192911,26.1,-7.4,38.3,-8.3,13.9,-6.4,1930,11,0
192912,27.7,2.6,41.5,3.9,13.9,1.3,1930,12,0
193001,14,-9.7,26.8,-9.6,1.3,-9.7,1931,1,0
193002,33,5.8,47.2,6.8,18.7,4.6,1931,2,0
193003,31.5,-2.1,45.3,-1.5,17.7,-2.7,1931,3,0
193004,47.9,5.4,62.6,6.4,33.2,4.3,1931,4,0
193005,49.3,-2.6,63.2,-2.6,35.3,-2.6,1931,5,0
193006,61.6,0.3,77.8,1.5,45.3,-0.9,1931,6,0
193007,67,0,81.4,-0.5,52.7,0.6,1931,7,0
193008,65.1,-0.1,78.8,-1,51.4,0.7,1931,8,0
193009,56.7,-0.7,71.7,-0.5,41.7,-0.8,1931,9,0
193010,45,-1.4,58.8,-2,31.1,-0.9,1931,10,0
193011,31.5,-2,45.8,-0.8,17.1,-3.2,1931,11,0
193012,20.9,-4.2,34.1,-3.5,7.7,-4.9,1931,12,0
193101,24.4,0.7,38.3,1.9,10.4,-0.6,1932,1,0
193102,31.2,4,43.1,2.7,19.2,5.1,1932,2,0
193103,30.7,-2.9,43.9,-2.9,17.5,-2.9,1932,3,0
193104,42.8,0.3,57,0.8,28.6,-0.3,1932,4,0
193105,49.8,-2.1,64.3,-1.5,35.4,-2.5,1932,5,0
193106,64.5,3.2,80.2,3.9,48.9,2.7,1932,6,0
193107,68.9,1.9,85,3.1,52.8,0.7,1932,7,0
193108,65.4,0.2,80.8,1,50.1,-0.6,1932,8,0
193109,60.7,3.3,75.5,3.3,45.9,3.4,1932,9,0
193110,48.5,2.1,62.8,2,34.2,2.2,1932,10,0
193111,30.4,-3.1,43.7,-2.9,17.1,-3.2,1932,11,0
193112,22.2,-2.9,35.2,-2.4,9.3,-3.3,1932,12,0
193201,18.4,-5.3,30.4,-6,6.5,-4.5,1933,1,0
193202,31,3.8,44,3.6,18.1,4,1933,2,0
193203,29.2,-4.4,42.2,-4.6,16.2,-4.2,1933,3,0
193204,43.8,1.3,58.2,2,29.4,0.5,1933,4,0
193205,53.2,1.3,67.8,2,38.6,0.7,1933,5,0
193206,59.8,-1.5,74.8,-1.5,44.8,-1.4,1933,6,0
193207,68.3,1.3,83.2,1.3,53.4,1.3,1933,7,0
193208,66.1,0.9,80.7,0.9,51.5,0.8,1933,8,0
193209,57,-0.4,72.8,0.6,41,-1.5,1933,9,0
193210,44.5,-1.9,59.6,-1.2,29.3,-2.7,1933,10,0
193211,35.3,1.8,50,3.4,20.5,0.2,1933,11,0
193212,17.5,-7.6,30,-7.6,5,-7.6,1933,12,0
193301,24,0.3,37.6,1.2,10.4,-0.6,1934,1,0
193302,19.4,-7.8,34.6,-5.8,4.2,-9.9,1934,2,0
193303,35.8,2.2,49.8,3,21.8,1.4,1934,3,0
193304,39.2,-3.3,53.2,-3,25.3,-3.6,1934,4,0
193305,49.1,-2.8,63,-2.8,35.3,-2.6,1934,5,0
193306,65.1,3.8,81,4.7,49.2,3,1934,6,0
193307,69,2,84.4,2.5,53.7,1.6,1934,7,0
193308,64.5,-0.7,78.8,-1,50.3,-0.4,1934,8,0
193309,61.1,3.7,76,3.8,46.2,3.7,1934,9,0
193310,49.3,2.9,65.4,4.6,33.2,1.2,1934,10,0
193311,36.8,3.3,51.6,5,22,1.7,1934,11,0
193312,31.8,6.7,44.4,6.8,19.2,6.6,1934,12,0
193401,29.3,5.6,42.5,6.1,16.1,5.1,1935,1,0
193402,32.9,5.7,45.4,5,20.4,6.3,1935,2,0
193403,38.9,5.3,53.6,6.8,24.2,3.8,1935,3,0
193404,46.4,3.9,61.4,5.2,31.3,2.4,1935,4,0
193405,58.5,6.6,74.4,8.6,42.6,4.7,1935,5,0
193406,63,1.7,79.6,3.3,46.4,0.2,1935,6,0
193407,70.6,3.6,87,5.1,54.3,2.2,1935,7,0
193408,67.8,2.6,82.6,2.8,53,2.3,1935,8,0
193409,55.4,-2,71.7,-0.5,39.2,-3.3,1935,9,0
193410,50,3.6,66.5,5.7,33.5,1.5,1935,10,0
193411,35.8,2.3,49.4,2.8,22.3,2,1935,11,0
193412,27.1,2,39.8,2.2,14.5,1.9,1935,12,0
193501,29,5.3,43.3,6.9,14.7,3.7,1936,1,0
193502,29.9,2.7,44.6,4.2,15.2,1.1,1936,2,0
193503,35.3,1.7,49.1,2.3,21.5,1.1,1936,3,0
193504,41.7,-0.8,54.2,-2,29.2,0.3,1936,4,0
193505,47.3,-4.6,58,-7.8,36.6,-1.3,1936,5,0
193506,61.4,0.1,77,0.7,45.8,-0.4,1936,6,0
193507,68.6,1.6,84.2,2.3,53.1,1,1936,7,0
193508,66.7,1.5,81.2,1.4,52.2,1.5,1936,8,0
193509,57.8,0.4,72.9,0.7,42.6,0.1,1936,9,0
193510,45.9,-0.5,60.3,-0.5,31.6,-0.4,1936,10,0
193511,32.1,-1.4,44.9,-1.7,19.4,-0.9,1936,11,0
193512,26.3,1.2,39.4,1.8,13.1,0.5,1936,12,0
193601,23.6,-0.1,35.8,-0.6,11.5,0.5,1937,1,0
193602,23.7,-3.5,36.6,-3.8,10.7,-3.4,1937,2,0
193603,35.3,1.7,49.7,2.9,20.9,0.5,1937,3,0
193604,43.9,1.4,58.8,2.6,29,0.1,1937,4,0
193605,55,3.1,69.9,4.1,40.1,2.2,1937,5,0
193606,65,3.7,80.3,4,49.7,3.5,1937,6,0
193607,69.6,2.6,85,3.1,54.2,2.1,1937,7,0
193608,66.9,1.7,81.4,1.6,52.4,1.7,1937,8,0
193609,57.2,-0.2,72.2,0,42.3,-0.2,1937,9,0
193610,44.6,-1.8,58.1,-2.7,31.2,-0.8,1937,10,0
193611,33.7,0.2,49.1,2.5,18.2,-2.1,1937,11,0
193612,26.8,1.7,39.2,1.6,14.4,1.8,1937,12,0
193701,12.8,-10.9,26.4,-10,-0.8,-11.8,1938,1,0
193702,25.3,-1.9,39.4,-1,11.2,-2.9,1938,2,0
193703,31.8,-1.8,44.4,-2.4,19.2,-1.2,1938,3,0
193704,42.1,-0.4,56.6,0.4,27.6,-1.3,1938,4,0
193705,54,2.1,69,3.2,39,1.1,1938,5,0
193706,60.4,-0.9,74.8,-1.5,46,-0.2,1938,6,0
193707,68.1,1.1,83.1,1.2,53.1,1,1938,7,0
193708,68.4,3.2,84.2,4.4,52.7,2,1938,8,0
193709,59.4,2,74.3,2.1,44.4,1.9,1938,9,0
193710,47.5,1.1,61.6,0.8,33.4,1.4,1938,10,0
193711,34.5,1,47.4,0.8,21.5,1.2,1938,11,0
193712,26.2,1.1,37.9,0.3,14.5,1.9,1938,12,0
193801,25.7,2,37.8,1.4,13.7,2.7,1939,1,0
193802,29,1.8,41.3,0.9,16.6,2.5,1939,2,0
193803,35.9,2.3,47.9,1.1,23.9,3.5,1939,3,0
193804,42.9,0.4,57.2,1,28.6,-0.3,1939,4,0
193805,50.3,-1.6,63.3,-2.5,37.3,-0.6,1939,5,0
193806,61.9,0.6,76.3,0,47.6,1.4,1939,6,0
193807,66.1,-0.9,81.7,-0.2,50.4,-1.7,1939,7,0
193808,67.2,2,82.6,2.8,51.8,1.1,1939,8,0
193809,58.6,1.2,72.4,0.2,44.8,2.3,1939,9,0
193810,48.8,2.4,63.7,2.9,33.9,1.9,1939,10,0
193811,28.6,-4.9,41.8,-4.8,15.6,-4.7,1939,11,0
193812,26.1,1,38.3,0.7,14,1.4,1939,12,0
193901,25,1.3,36.5,0.1,13.5,2.5,1940,1,0
193902,17.9,-9.3,31.5,-8.9,4.2,-9.9,1940,2,0
193903,33.9,0.3,47.2,0.4,20.6,0.2,1940,3,0
193904,44.4,1.9,58.9,2.7,30,1.1,1940,4,0
193905,54.5,2.6,70,4.2,39,1.1,1940,5,0
193906,61.4,0.1,77.5,1.2,45.3,-0.9,1940,6,0
193907,68.7,1.7,85.3,3.4,52,-0.1,1940,7,0
193908,65.2,0,81,1.2,49.5,-1.2,1940,8,0
193909,60.4,3,74.5,2.3,46.2,3.7,1940,9,0
193910,46.8,0.4,62.4,1.6,31.2,-0.8,1940,10,0
193911,36,2.5,51.8,5.2,20,-0.3,1940,11,0
193912,31.4,6.3,46,8.4,16.7,4.1,1940,12,0
194001,19,-4.7,30.3,-6.1,7.8,-3.2,1941,1,0
194002,28.1,0.9,39.7,-0.7,16.5,2.4,1941,2,0
194003,36.5,2.9,49.9,3.1,23.1,2.7,1941,3,0
194004,43.3,0.8,56.8,0.6,29.8,0.9,1941,4,0
194005,54.1,2.2,69,3.2,39.2,1.3,1941,5,0
194006,63.5,2.2,79.7,3.4,47.3,1.1,1941,6,0
194007,68.9,1.9,84.4,2.5,53.3,1.2,1941,7,0
194008,65.3,0.1,80.7,0.9,50,-0.7,1941,8,0
194009,59.5,2.1,72.2,0,46.8,4.3,1941,9,0
194010,49.2,2.8,64.1,3.3,34.3,2.3,1941,10,0
194011,30.6,-2.9,42.9,-3.7,18.2,-2.1,1941,11,0
194012,27.4,2.3,38.9,1.3,15.8,3.2,1941,12,0
194101,24.6,0.9,36.4,0,12.6,1.6,1942,1,0
194102,29.5,2.3,41.6,1.2,17.4,3.3,1942,2,0
194103,32.7,-0.9,44.1,-2.7,21.4,1,1942,3,0
194104,40.8,-1.7,51.6,-4.6,30,1.1,1942,4,0
194105,54.2,2.3,67.3,1.5,41.2,3.3,1942,5,0
194106,59,-2.3,72.4,-3.9,45.6,-0.6,1942,6,0
194107,65.7,-1.3,80.5,-1.4,50.9,-1.2,1942,7,0
194108,64.8,-0.4,79.1,-0.7,50.4,-0.3,1942,8,0
194109,55.6,-1.8,69.5,-2.7,41.7,-0.8,1942,9,0
194110,45.6,-0.8,56.7,-4.1,34.5,2.5,1942,10,0
194111,35.2,1.7,49.2,2.6,21.2,0.9,1942,11,0
194112,27.6,2.5,40.1,2.5,15,2.4,1942,12,0
194201,21.2,-2.5,34.9,-1.5,7.6,-3.4,1943,1,0
194202,20.5,-6.7,33.2,-7.2,7.7,-6.4,1943,2,0
194203,29.9,-3.7,43.2,-3.6,16.7,-3.7,1943,3,0
194204,44.9,2.4,57.7,1.5,32.1,3.2,1943,4,0
194205,50.9,-1,65.9,0.1,35.9,-2,1943,5,0
194206,60.3,-1,74.8,-1.5,45.7,-0.5,1943,6,0
194207,66.9,-0.1,82.8,0.9,51,-1.1,1943,7,0
194208,65,-0.2,80,0.2,50.1,-0.6,1943,8,0
194209,56.3,-1.1,71.8,-0.4,40.9,-1.6,1943,9,0
194210,46.4,0,59.9,-0.9,33,1,1943,10,0
194211,36.3,2.8,50.7,4.1,21.9,1.6,1943,11,0
194212,28.2,3.1,40.4,2.8,15.8,3.2,1943,12,0
194301,26.3,2.6,39.6,3.2,13,2,1944,1,0
194302,31.8,4.6,46.9,6.5,16.6,2.5,1944,2,0
194303,31.9,-1.7,46.4,-0.4,17.5,-2.9,1944,3,0
194304,48.7,6.2,63.8,7.6,33.7,4.8,1944,4,0
194305,50.1,-1.8,63.5,-2.3,36.7,-1.2,1944,5,0
194306,60.8,-0.5,75.6,-0.7,45.9,-0.3,1944,6,0
194307,68.2,1.2,84.2,2.3,52.3,0.2,1944,7,0
194308,67.4,2.2,81.3,1.5,53.5,2.8,1944,8,0
194309,57.4,0,74.4,2.2,40.5,-2,1944,9,0
194310,46.3,-0.1,62.3,1.5,30.3,-1.7,1944,10,0
194311,34.2,0.7,49.1,2.5,19.3,-1,1944,11,0
194312,25.6,0.5,37.5,-0.1,13.8,1.2,1944,12,0
194401,22.4,-1.3,35.9,-0.5,8.8,-2.2,1945,1,0
194402,26.3,-0.9,38.7,-1.7,13.9,-0.2,1945,2,0
194403,30.2,-3.4,42.6,-4.2,17.8,-2.6,1945,3,0
194404,38.3,-4.2,49.9,-6.3,26.6,-2.3,1945,4,0
194405,52.2,0.3,66.3,0.5,38.1,0.2,1945,5,0
194406,60.2,-1.1,75.2,-1.1,45.2,-1,1945,6,0
194407,65.6,-1.4,80.6,-1.3,50.5,-1.6,1945,7,0
194408,65.8,0.6,81.8,2,49.7,-1,1945,8,0
194409,57.9,0.5,74.9,2.7,40.9,-1.6,1945,9,0
194410,48.6,2.2,63.5,2.7,33.7,1.7,1945,10,0
194411,34.2,0.7,46.5,-0.1,21.9,1.6,1945,11,0
194412,25.2,0.1,38.2,0.6,12.2,-0.4,1945,12,0
194501,25.8,2.1,38.2,1.8,13.5,2.5,1946,1,0
194502,29.6,2.4,41,0.6,18.3,4.2,1946,2,0
194503,34.6,1,48.9,2.1,20.4,0,1946,3,0
194504,37.9,-4.6,51,-5.2,24.9,-4,1946,4,0
194505,52.3,0.4,67.1,1.3,37.5,-0.4,1946,5,0
194506,56.8,-4.5,71,-5.3,42.6,-3.6,1946,6,0
194507,66.6,-0.4,81.7,-0.2,51.4,-0.7,1946,7,0
194508,66,0.8,79.8,0,52.1,1.4,1946,8,0
194509,56,-1.4,71.8,-0.4,40.2,-2.3,1946,9,0
194510,48.1,1.7,63.2,2.4,32.8,0.8,1946,10,0
194511,34.1,0.6,48.5,1.9,19.7,-0.6,1946,11,0
194512,22.8,-2.3,35.5,-2.1,10.2,-2.4,1946,12,0
194601,23.9,0.2,38.3,1.9,9.4,-1.6,1947,1,0
194602,28.7,1.5,44.1,3.7,13.3,-0.8,1947,2,0
194603,37.6,4,51.8,5,23.3,2.9,1947,3,0
194604,48.7,6.2,63.6,7.4,33.9,5,1947,4,0
194605,49,-2.9,62.3,-3.5,35.7,-2.2,1947,5,0
194606,62.9,1.6,79.3,3,46.4,0.2,1947,6,0
194607,68.2,1.2,83.6,1.7,52.8,0.7,1947,7,0
194608,65.3,0.1,79.3,-0.5,51.4,0.7,1947,8,0
194609,58,0.6,73.6,1.4,42.3,-0.2,1947,9,0
194610,44.5,-1.9,57.3,-3.5,31.7,-0.3,1947,10,0
194611,29.4,-4.1,40.3,-6.3,18.5,-1.8,1947,11,0
194612,30.7,5.6,43,5.4,18.4,5.8,1947,12,0
194701,23.4,-0.3,36.8,0.4,10,-1,1948,1,0
194702,27.3,0.1,40.6,0.2,14,-0.1,1948,2,0
194703,32.5,-1.1,45.4,-1.4,19.6,-0.8,1948,3,0
194704,41.5,-1,54.2,-2,28.8,-0.1,1948,4,0
194705,52.8,0.9,66.6,0.8,38.9,1,1948,5,0
194706,58.2,-3.1,72,-4.3,44.4,-1.8,1948,6,0
194707,67.3,0.3,82.8,0.9,51.8,-0.3,1948,7,0
194708,66.6,1.4,80.7,0.9,52.6,1.9,1948,8,0
194709,60.2,2.8,76,3.8,44.3,1.8,1948,9,0
194710,50.2,3.8,64.4,3.6,36,4,1948,10,0
194711,28.7,-4.8,40.3,-6.3,17.1,-3.2,1948,11,0
194712,25.3,0.2,36.9,-0.7,13.6,1,1948,12,0
194801,22.5,-1.2,35.1,-1.3,9.9,-1.1,1949,1,0
194802,23.4,-3.8,35.6,-4.8,11.3,-2.8,1949,2,0
194803,26.6,-7,39.2,-7.6,13.9,-6.5,1949,3,0
194804,45.2,2.7,59.6,3.4,30.9,2,1949,4,0
194805,53.3,1.4,67.8,2,38.8,0.9,1949,5,0
194806,60.9,-0.4,75,-1.3,46.7,0.5,1949,6,0
194807,66.6,-0.4,82.6,0.7,50.7,-1.4,1949,7,0
194808,65.4,0.2,80.6,0.8,50.1,-0.6,1949,8,0
194809,60.6,3.2,77,4.8,44.2,1.7,1949,9,0
194810,46.3,-0.1,62.3,1.5,30.3,-1.7,1949,10,0
194811,29,-4.5,41.3,-5.3,16.7,-3.6,1949,11,0
194812,25.4,0.3,37.4,-0.2,13.4,0.8,1949,12,0
194901,15.4,-8.3,27.1,-9.3,3.7,-7.3,1950,1,0
194902,23.4,-3.8,37,-3.4,9.8,-4.3,1950,2,0
194903,34.3,0.7,46.5,-0.3,22.1,1.7,1950,3,0
194904,44,1.5,57.4,1.2,30.5,1.6,1950,4,0
194905,52.3,0.4,65.1,-0.7,39.5,1.6,1950,5,0
194906,59.9,-1.4,72.8,-3.5,47,0.8,1950,6,0
194907,66.9,-0.1,81.2,-0.7,52.6,0.5,1950,7,0
194908,64.7,-0.5,80.4,0.6,49.1,-1.6,1950,8,0
194909,57.8,0.4,73.5,1.3,42,-0.5,1950,9,0
194910,44.5,-1.9,58.2,-2.6,30.7,-1.3,1950,10,0
194911,40.7,7.2,56.7,10.1,24.7,4.4,1950,11,0
194912,26.2,1.1,39.9,2.3,12.5,-0.1,1950,12,0
195001,24.1,0.4,38,1.6,10.2,-0.8,1951,1,0
195002,31.1,3.9,45.4,5,16.8,2.7,1951,2,0
195003,33,-0.6,46.7,-0.1,19.3,-1.1,1951,3,0
195004,43.2,0.7,58.2,2,28.3,-0.6,1951,4,0
195005,49.3,-2.6,64.1,-1.7,34.6,-3.3,1951,5,0
195006,61.4,0.1,77.9,1.6,45,-1.2,1951,6,0
195007,64.1,-2.9,78,-3.9,50.1,-2,1951,7,0
195008,62.6,-2.6,78.1,-1.7,47,-3.7,1951,8,0
195009,55.8,-1.6,68.6,-3.6,43,0.5,1951,9,0
195010,52.4,6,69.3,8.5,35.5,3.5,1951,10,0
195011,35,1.5,48.7,2.1,21.3,1,1951,11,0
195012,30.5,5.4,43.3,5.7,17.7,5.1,1951,12,0
195101,23.1,-0.6,35.6,-0.8,10.7,-0.3,1952,1,0
195102,28.8,1.6,42.3,1.9,15.3,1.2,1952,2,0
195103,31.7,-1.9,45.2,-1.6,18.1,-2.3,1952,3,0
195104,40.7,-1.8,53.5,-2.7,27.9,-1,1952,4,0
195105,52.4,0.5,66.1,0.3,38.8,0.9,1952,5,0
195106,57,-4.3,71.2,-5.1,42.9,-3.3,1952,6,0
195107,67.9,0.9,83,1.1,52.8,0.7,1952,7,0
195108,65,-0.2,79,-0.8,50.9,0.2,1952,8,0
195109,56.4,-1,72.9,0.7,39.9,-2.6,1952,9,0
195110,45,-1.4,58.5,-2.3,31.5,-0.5,1952,10,0
195111,30.3,-3.2,43.3,-3.3,17.4,-2.9,1952,11,0
195112,23.3,-1.8,35,-2.6,11.6,-1,1952,12,0
195201,25.1,1.4,37.3,0.9,12.9,1.9,1953,1,0
195202,25.8,-1.4,39,-1.4,12.6,-1.5,1953,2,0
195203,28,-5.6,40,-6.8,16.1,-4.3,1953,3,0
195204,42.9,0.4,56.2,0,29.6,0.7,1953,4,0
195205,52.2,0.3,65.7,-0.1,38.6,0.7,1953,5,0
195206,65.2,3.9,81,4.7,49.3,3.1,1953,6,0
195207,67.1,0.1,82.5,0.6,51.8,-0.3,1953,7,0
195208,66,0.8,80.1,0.3,51.9,1.2,1953,8,0
195209,59,1.6,75,2.8,42.9,0.4,1953,9,0
195210,47.9,1.5,65.8,5,30,-2,1953,10,0
195211,28.2,-5.3,40.8,-5.8,15.6,-4.7,1953,11,0
195212,23.6,-1.5,35.2,-2.4,12.1,-0.5,1953,12,0
195301,31.4,7.7,43.9,7.5,18.9,7.9,1954,1,0
195302,26.9,-0.3,40.5,0.1,13.3,-0.8,1954,2,0
195303,36.6,3,50.6,3.8,22.7,2.3,1954,3,0
195304,39.4,-3.1,52.3,-3.9,26.5,-2.4,1954,4,0
195305,48.5,-3.4,61.3,-4.5,35.8,-2.1,1954,5,0
195306,64.2,2.9,79.8,3.5,48.5,2.3,1954,6,0
195307,68.6,1.6,82.8,0.9,54.3,2.2,1954,7,0
195308,64.5,-0.7,78.7,-1.1,50.2,-0.5,1954,8,0
195309,59.3,1.9,76.5,4.3,42.1,-0.4,1954,9,0
195310,48.1,1.7,62.8,2,33.3,1.3,1954,10,0
195311,36.1,2.6,48.6,2,23.7,3.4,1954,11,0
195312,24,-1.1,35.7,-1.9,12.2,-0.4,1954,12,0
195401,28.7,5,41,4.6,16.3,5.3,1955,1,0
195402,36.4,9.2,51.3,10.9,21.4,7.3,1955,2,0
195403,31.6,-2,44.4,-2.4,18.9,-1.5,1955,3,0
195404,47.7,5.2,63.4,7.2,32,3.1,1955,4,0
195405,52.8,0.9,66.6,0.8,38.9,1,1955,5,0
195406,63.2,1.9,79.4,3.1,46.9,0.7,1955,6,0
195407,70.2,3.2,84.8,2.9,55.6,3.5,1955,7,0
195408,65.6,0.4,80.7,0.9,50.5,-0.2,1955,8,0
195409,60.1,2.7,74.7,2.5,45.4,2.9,1955,9,0
195410,47.8,1.4,61.8,1,33.8,1.8,1955,10,0
195411,37.8,4.3,52.3,5.7,23.3,3,1955,11,0
195412,26.3,1.2,39.9,2.3,12.6,0,1955,12,0
195501,21.9,-1.8,34.2,-2.2,9.6,-1.4,1956,1,0
195502,20.6,-6.6,34.4,-6,6.9,-7.2,1956,2,0
195503,31.6,-2,46,-0.8,17.2,-3.2,1956,3,0
195504,42.4,-0.1,56.9,0.7,27.8,-1.1,1956,4,0
195505,52.1,0.2,65.9,0.1,38.3,0.4,1956,5,0
195506,58.8,-2.5,73,-3.3,44.6,-1.6,1956,6,0
195507,68.4,1.4,84.1,2.2,52.6,0.5,1956,7,0
195508,67,1.8,80.9,1.1,53.2,2.5,1956,8,0
195509,58.6,1.2,74.5,2.3,42.7,0.2,1956,9,0
195510,48.2,1.8,64.6,3.8,31.8,-0.2,1956,10,0
195511,31,-2.5,44,-2.6,18,-2.3,1956,11,0
195512,29.3,4.2,41.1,3.5,17.5,4.9,1956,12,0
195601,29.3,5.6,41.3,4.9,17.2,6.2,1957,1,0
195602,22.2,-5,35.2,-5.2,9.1,-5,1957,2,0
195603,33.7,0.1,48.5,1.7,18.9,-1.5,1957,3,0
195604,41.4,-1.1,55.3,-0.9,27.6,-1.3,1957,4,0
195605,55.2,3.3,70,4.2,40.3,2.4,1957,5,0
195606,65.7,4.4,82.2,5.9,49.2,3,1957,6,0
195607,66.3,-0.7,81.5,-0.4,51.1,-1,1957,7,0
195608,63.4,-1.8,78.3,-1.5,48.4,-2.3,1957,8,0
195609,59.7,2.3,77.8,5.6,41.6,-0.9,1957,9,0
195610,48.6,2.2,64.8,4,32.5,0.5,1957,10,0
195611,29.3,-4.2,42.3,-4.3,16.3,-4,1957,11,0
195612,26.2,1.1,39.2,1.6,13.2,0.6,1957,12,0
195701,22.2,-1.5,33.8,-2.6,10.6,-0.4,1958,1,0
195702,32.9,5.7,45.7,5.3,20,5.9,1958,2,0
195703,33.5,-0.1,45.4,-1.4,21.7,1.3,1958,3,0
195704,38.9,-3.6,50.2,-6,27.6,-1.3,1958,4,0
195705,48.6,-3.3,59.8,-6,37.3,-0.6,1958,5,0
195706,60,-1.3,74.2,-2.1,45.8,-0.4,1958,6,0
195707,67.1,0.1,81,-0.9,53.2,1.1,1958,7,0
195708,65.3,0.1,78.9,-0.9,51.8,1.1,1958,8,0
195709,55.3,-2.1,71.5,-0.7,39.1,-3.4,1958,9,0
195710,46.4,0,57.6,-3.2,35.3,3.3,1958,10,0
195711,29.5,-4,40.2,-6.4,18.8,-1.5,1958,11,0
195712,29.7,4.6,43.3,5.7,16.1,3.5,1958,12,0
195801,24.8,1.1,38.6,2.2,11,0,1959,1,0
195802,31.3,4.1,43.3,2.9,19.3,5.2,1959,2,0
195803,28.3,-5.3,38.4,-8.4,18.2,-2.2,1959,3,0
195804,39.4,-3.1,51.7,-4.5,27.1,-1.8,1959,4,0
195805,55.6,3.7,70,4.2,41.1,3.2,1959,5,0
195806,63,1.7,78.2,1.9,47.8,1.6,1959,6,0
195807,65.2,-1.8,80.2,-1.7,50.2,-1.9,1959,7,0
195808,67.1,1.9,82.5,2.7,51.8,1.1,1959,8,0
195809,58.8,1.4,73.6,1.4,44.1,1.6,1959,9,0
195810,47.6,1.2,63.2,2.4,32.1,0.1,1959,10,0
195811,34.7,1.2,48.8,2.2,20.6,0.3,1959,11,0
195812,30.2,5.1,42.6,5,17.7,5.1,1959,12,0
195901,24.8,1.1,37.8,1.4,11.9,0.9,1960,1,0
195902,26.7,-0.5,38.4,-2,15,0.9,1960,2,0
195903,32.6,-1,45.9,-0.9,19.3,-1.1,1960,3,0
195904,41.8,-0.7,55.8,-0.4,27.8,-1.1,1960,4,0
195905,52.2,0.3,65.5,-0.3,39,1.1,1960,5,0
195906,64.4,3.1,79.7,3.4,49,2.8,1960,6,0
195907,66.6,-0.4,82.7,0.8,50.6,-1.5,1960,7,0
195908,66.2,1,80.4,0.6,52,1.3,1960,8,0
195909,55.7,-1.7,70.2,-2,41.1,-1.4,1960,9,0
195910,44,-2.4,57.1,-3.7,30.9,-1.1,1960,10,0
195911,32.8,-0.7,47.3,0.7,18.3,-2,1960,11,0
195912,29.3,4.2,42.2,4.6,16.4,3.8,1960,12,0
196001,21.4,-2.3,33.4,-3,9.5,-1.5,1961,1,0
196002,19.3,-7.9,30.4,-10,8.3,-5.8,1961,2,0
196003,32.9,-0.7,45.2,-1.6,20.6,0.2,1961,3,0
196004,44.8,2.3,59.1,2.9,30.5,1.6,1961,4,0
196005,51.5,-0.4,66.1,0.3,36.9,-1,1961,5,0
196006,62.4,1.1,77.9,1.6,46.9,0.7,1961,6,0
196007,66.7,-0.3,82.2,0.3,51.2,-0.9,1961,7,0
196008,66.2,1,82.8,3,49.8,-0.9,1961,8,0
196009,59.4,2,74.4,2.2,44.3,1.8,1961,9,0
196010,46.6,0.2,60,-0.8,33.2,1.2,1961,10,0
196011,35.1,1.6,48.8,2.2,21.4,1.1,1961,11,0
196012,24.2,-0.9,35.9,-1.7,12.5,-0.1,1961,12,0
196101,24.4,0.7,39.3,2.9,9.6,-1.4,1962,1,0
196102,29.8,2.6,43.1,2.7,16.4,2.3,1962,2,0
196103,34.1,0.5,45.6,-1.2,22.5,2.1,1962,3,0
196104,40.6,-1.9,53.9,-2.3,27.4,-1.5,1962,4,0
196105,52.2,0.3,66.1,0.3,38.3,0.4,1962,5,0
196106,62.5,1.2,77.7,1.4,47.3,1.1,1962,6,0
196107,66.3,-0.7,81.1,-0.8,51.6,-0.5,1962,7,0
196108,66,0.8,79.3,-0.5,52.7,2,1962,8,0
196109,52.5,-4.9,65.6,-6.6,39.4,-3.1,1962,9,0
196110,45.6,-0.8,60.3,-0.5,31,-1,1962,10,0
196111,30.6,-2.9,42.3,-4.3,18.9,-1.4,1962,11,0
196112,21.7,-3.4,33.5,-4.1,9.8,-2.8,1962,12,0
196201,18.4,-5.3,31.8,-4.6,5,-6,1963,1,0
196202,29.9,2.7,41.9,1.5,17.9,3.8,1963,2,0
196203,29.6,-4,43.2,-3.6,16,-4.4,1963,3,0
196204,45.5,3,59.7,3.5,31.3,2.4,1963,4,0
196205,53.5,1.6,68.6,2.8,38.5,0.6,1963,5,0
196206,60.1,-1.2,74.7,-1.6,45.5,-0.7,1963,6,0
196207,65.6,-1.4,80.4,-1.5,50.8,-1.3,1963,7,0
