Texas, Average Temperature
Units: Degrees Fahrenheit
Base Period: 1895-2000
Missing: -99
Date,Value,Anomaly
199806,92.6,4.0
199807,99.0,5.1
199808,95.7,2.3
199809,92.4,6.7
199810,74.7,0.2
199811,62.6,2.1
199812,51.4,1.3
199901,51.3,3.5
199902,62.3,9.1
199903,59.7,-2.0
199904,72.0,0.1
199905,78.9,-0.9
199906,85.1,-3.5
199907,93.6,-0.3
199908,97.3,3.9
199909,82.5,-3.2
199910,76.2,1.7
199911,70.5,10.0
199912,55.1,5.0
200001,52.4,4.6
200002,61.6,8.4
200003,64.0,2.3
200004,71.2,-0.7
200005,82.6,2.8
200006,83.9,-4.7
200007,92.9,-1.0
200008,99.7,6.3
200009,91.1,5.4
200010,74.4,-0.1
200011,53.5,-7.0
200012,40.4,-9.7
200101,45.9,-1.9
200102,52.0,-1.2
200103,56.8,-4.9
200104,76.0,4.1
200105,80.8,1.0
200106,88.8,0.2
200107,98.1,4.2
200108,95.4,2.0
200109,83.0,-2.7
200110,74.0,-0.5
200111,64.9,4.4
200112,54.7,4.6
200201,52.8,5.0
200202,53.7,0.5
200203,60.3,-1.4
200204,72.8,0.9
200205,78.1,-1.7
200206,88.4,-0.2
200207,91.6,-2.3
200208,92.8,-0.6
200209,87.0,1.3
200210,65.6,-8.9
200211,59.6,-0.9
200212,50.9,0.8
200301,49.1,1.3
200302,49.0,-4.2
200303,62.5,0.8
200304,74.6,2.7
200305,81.2,1.4
200306,84.4,-4.2
200307,96.1,2.2
200308,95.5,2.1
200309,80.4,-5.3
200310,76.1,1.6
200311,60.8,0.3
200312,54.3,4.2
200401,50.6,2.8
200402,50.0,-3.2
200403,66.5,4.8
200404,71.6,-0.3
200405,82.7,2.9
200406,85.4,-3.2
200407,88.7,-5.2
200408,87.2,-6.2
200409,86.8,1.1
200410,74.7,0.2
200411,58.6,-1.9
200412,54.2,4.1
200501,49.8,2.0
200502,55.7,2.5
200503,62.5,0.8
200504,72.4,0.5
200505,78.9,-0.9
200506,89.4,0.8
200507,92.8,-1.1
200508,92.2,-1.2
200509,89.5,3.8
200510,74.8,0.3
200511,67.0,6.5
200512,51.4,1.3
200601,61.4,13.6
200602,54.6,1.4
200603,65.6,3.9
200604,80.0,8.1
200605,83.1,3.3
200606,91.2,2.6
200607,97.0,3.1
200608,96.2,2.8
200609,82.7,-3.0
200610,73.8,-0.7
200611,63.5,3.0
200612,52.7,2.6
200701,44.4,-3.4
200702,50.6,-2.6
200703,69.7,8.0
200704,66.7,-5.2
200705,78.4,-1.4
200706,84.5,-4.1
200707,89.0,-4.9
200708,93.7,0.3
200709,85.3,-0.4
200710,77.1,2.6
200711,64.2,3.7
200712,49.0,-1.1
200801,51.0,3.2
200802,54.0,0.8
200803,64.1,2.4
200804,71.1,-0.8
200805,81.1,1.3
200806,89.6,1.0
200807,93.6,-0.3
200808,89.8,-3.6
200809,81.7,-4.0
200810,73.3,-1.2
200811,63.6,3.1
200812,51.3,1.2
200901,51.2,3.4
200902,61.2,8.0
200903,64.5,2.8
200904,71.4,-0.5
200905,76.9,-2.9
200906,90.9,2.3
200907,93.4,-0.5
200908,90.9,-2.5
200909,80.6,-5.1
200910,64.6,-9.9
200911,65.6,5.1
200912,45.3,-4.8
201001,45.6,-2.2
201002,43.9,-9.3
201003,60.7,-1.0
201004,73.7,1.8
201005,80.1,0.3
201006,91.9,3.3
201007,91.9,-2.0
201008,97.0,3.6
201009,87.1,1.4
201010,77.5,3.0
201011,63.4,2.9
201012,51.0,0.9
201101,48.1,0.3
201102,52.6,-0.6
201103,64.5,2.8
201104,76.5,4.6
201105,80.4,0.6
201106,96.8,8.2
201107,102.9,9.0
201108,101.6,8.2
201109,85.9,0.2
201110,75.8,1.3
201111,61.6,1.1
201112,49.8,-0.3
201201,56.4,8.6
201202,54.7,1.5
201203,71.5,9.8
201204,75.9,4.0
201205,85.0,5.2
201206,91.7,3.1
201207,99.5,5.6
201208,95.5,2.1
201209,87.7,2.0
201210,72.4,-2.1
201211,67.3,6.8
201212,54.5,4.4
201301,51.6,3.8
201302,53.1,-0.1
201303,59.8,-1.9
201304,67.1,-4.8
201305,79.1,-0.7
201306,89.7,1.1
201307,91.2,-2.7
201308,91.6,-1.8
201309,89.1,3.4
201310,72.4,-2.1
201311,57.7,-2.8
201312,46.6,-3.5
201401,50.1,2.3
201402,48.0,-5.2
201403,60.4,-1.3
201404,73.3,1.4
201405,82.1,2.3
201406,87.5,-1.1
201407,89.0,-4.9
201408,93.0,-0.4
201409,84.8,-0.9
201410,78.0,3.5
201411,56.7,-3.8
201412,49.7,-0.4
201501,49.7,1.9
201502,50.2,-3.0
201503,63.0,1.3
201504,73.1,1.2
201505,75.8,-4.0
201506,89.2,0.6
201507,92.9,-1.0
201508,91.3,-2.1
201509,88.9,3.2
201510,76.1,1.6
201511,62.7,2.2
201512,56.4,6.3
201601,49.5,1.7
201602,61.4,8.2
201603,68.1,6.4
201604,73.9,2.0
201605,77.5,-2.3
201606,90.8,2.2
201607,94.7,0.8
201608,92.4,-1.0
201609,87.4,1.7
201610,80.3,5.8
201611,68.2,7.7
201612,50.9,0.8
201701,53.1,5.3
201702,64.2,11.0
201703,69.3,7.6
201704,72.9,1.0
201705,79.9,0.1
201706,88.6,0.0
201707,94.2,0.3
201708,87.5,-5.9
201709,85.4,-0.3
201710,75.4,0.9
201711,65.3,4.8
201712,52.0,1.9
201801,50.3,2.5
201802,53.3,0.1
201803,66.5,4.8
201804,68.5,-3.4
201805,87.5,7.7
201806,92.2,3.6
201807,95.1,1.2
201808,91.0,-2.4
201809,83.6,-2.1
201810,70.3,-4.2
201811,57.0,-3.5
201812,51.5,1.4
201901,48.9,1.1
201902,50.4,-2.8
201903,58.8,-2.9
201904,73.1,1.2
201905,77.4,-2.4
201906,86.7,-1.9
201907,92.6,-1.3
201908,93.7,0.3
201909,90.8,5.1
201910,70.0,-4.5
201911,59.3,-1.2
201912,55.3,5.2
202001,53.6,5.8
202002,53.1,-0.1
202003,66.6,4.9
202004,71.1,-0.8
202005,78.9,-0.9
202006,91.2,2.6
202007,93.6,-0.3
202008,91.9,-1.5
202009,81.8,-3.9
202010,71.3,-3.2
202011,66.4,5.9
202012,53.5,3.4
202101,50.1,2.3
202102,42.0,-11.2
202103,66.4,4.7
202104,69.8,-2.1
202105,75.8,-4.0
202106,88.4,-0.2
202107,91.1,-2.8
202108,92.6,-0.8
202109,91.0,5.3
202110,77.5,3.0
202111,64.5,4.0
202112,64.6,14.5
202201,51.8,4.0
202202,52.8,-0.4
202203,65.2,3.5
202204,74.6,2.7
202205,82.2,2.4
202206,91.0,2.4
202207,100.3,6.4
202208,94.9,1.5
202209,90.6,4.9
202210,76.5,2.0
202211,58.6,-1.9
202212,51.1,1.0
202301,54.9,7.1
202302,56.7,3.5
202303,62.5,0.8
202304,72.5,0.6


Oklahoma, Minimum Temperature
Units: Degrees Fahrenheit
Base Period: 1895-2000
Missing: -99
Date,Value,Anomaly
189501,20.7,-4.4
189502,18.2,-10.5
189503,35.8,-1.0
189504,48.3,1.2
189505,56.1,-0.3
189506,64.9,-0.5
189507,68.3,-1.2
189508,68.1,-0.2
189509,63.2,2.6
189510,41.8,-6.8
189511,32.9,-3.3
189512,26.5,-1.2
189601,28.1,3.0
189602,28.0,-0.7
189603,32.3,-4.5
189604,51.2,4.1
189605,59.8,3.4
189606,64.6,-0.8
189607,69.6,0.1
189608,68.7,0.4
189609,58.6,-2.0
189610,45.4,-3.2
189611,33.4,-2.8
189612,28.6,0.9
189701,22.8,-2.3
189702,29.7,1.0
189703,38.3,1.5
189704,45.8,-1.3
189705,55.0,-1.4
189706,65.4,0.0
189707,69.5,0.0
189708,65.4,-2.9
189709,59.9,-0.7
189710,50.3,1.7
189711,33.0,-3.2
189712,24.0,-3.7
189801,28.4,3.3
189802,30.1,1.4
189803,36.3,-0.5
189804,44.8,-2.3
189805,57.4,1.0
189806,66.9,1.5
189807,68.4,-1.1
189808,66.2,-2.1
189809,60.1,-0.5
189810,44.7,-3.9
189811,30.4,-5.8
189812,21.1,-6.6
189901,23.9,-1.2
189902,15.5,-13.2
189903,32.0,-4.8
189904,46.2,-0.9
189905,59.9,3.5
189906,66.1,0.7
189907,68.2,-1.3
189908,70.4,2.1
189909,57.5,-3.1
189910,50.6,2.0
189911,40.8,4.6
189912,27.3,-0.4
190001,28.9,3.8
190002,24.0,-4.7
190003,36.2,-0.6
190004,48.5,1.4
190005,56.9,0.5
190006,65.4,0.0
190007,68.4,-1.1
190008,69.2,0.9
190009,64.6,4.0
190010,52.8,4.2
190011,36.2,0.0
190012,28.5,0.8
190101,26.5,1.4
190102,25.4,-3.3
190103,34.1,-2.7
190104,44.4,-2.7
190105,54.6,-1.8
190106,66.9,1.5
190107,71.6,2.1
190108,68.0,-0.3
190109,60.4,-0.2
190110,51.0,2.4
190111,36.7,0.5
190112,23.7,-4.0
190201,23.1,-2.0
190202,23.0,-5.7
190203,38.1,1.3
190204,47.5,0.4
190205,60.1,3.7
190206,65.4,0.0
190207,68.5,-1.0
190208,69.0,0.7
190209,54.4,-6.2
190210,48.3,-0.3
190211,42.8,6.6
190212,26.2,-1.5
190301,27.1,2.0
190302,24.8,-3.9
190303,37.2,0.4
190304,45.9,-1.2
190305,55.4,-1.0
190306,58.8,-6.6
190307,69.0,-0.5
190308,68.1,-0.2
190309,57.5,-3.1
190310,47.3,-1.3
190311,33.5,-2.7
190312,24.4,-3.3
190401,22.3,-2.8
190402,28.8,0.1
190403,39.3,2.5
190404,44.4,-2.7
190405,55.5,-0.9
190406,64.0,-1.4
190407,68.0,-1.5
190408,66.9,-1.4
190409,62.4,1.8
190410,48.7,0.1
190411,34.8,-1.4
190412,25.9,-1.8
190501,19.3,-5.8
190502,17.1,-11.6
190503,43.6,6.8
190504,46.5,-0.6
190505,57.6,1.2
190506,67.6,2.2
190507,66.5,-3.0
190508,67.8,-0.5
190509,62.0,1.4
190510,45.7,-2.9
190511,37.1,0.9
190512,24.9,-2.8
190601,26.7,1.6
190602,27.4,-1.3
190603,30.2,-6.6
190604,49.1,2.0
190605,57.4,1.0
190606,63.7,-1.7
190607,65.6,-3.9
190608,66.9,-1.4
190609,62.6,2.0
190610,43.9,-4.7
190611,35.0,-1.2
190612,33.7,6.0
190701,31.4,6.3
190702,28.4,-0.3
190703,45.8,9.0
190704,42.0,-5.1
190705,50.6,-5.8
190706,63.6,-1.8
190707,69.0,-0.5
190708,69.5,1.2
190709,60.4,-0.2
190710,48.8,0.2
190711,33.6,-2.6
190712,30.3,2.6
190801,27.6,2.5
190802,30.9,2.2
190803,41.4,4.6
190804,48.9,1.8
190805,56.5,0.1
190806,65.3,-0.1
190807,66.8,-2.7
190808,67.4,-0.9
190809,59.8,-0.8
190810,45.3,-3.3
190811,35.4,-0.8
190812,29.8,2.1
190901,27.6,2.5
190902,28.4,-0.3
190903,35.7,-1.1
190904,45.4,-1.7
190905,53.7,-2.7
190906,65.2,-0.2
190907,71.2,1.7
190908,69.8,1.5
190909,59.1,-1.5
190910,46.8,-1.8
190911,43.2,7.0
190912,21.2,-6.5
191001,27.7,2.6
191002,22.9,-5.8
191003,44.0,7.2
191004,46.8,-0.3
191005,54.1,-2.3
191006,63.7,-1.7
191007,69.8,0.3
191008,69.3,1.0
191009,64.2,3.6
191010,47.5,-1.1
191011,35.1,-1.1
191012,26.2,-1.5
191101,29.8,4.7
191102,32.5,3.8
191103,40.2,3.4
191104,47.3,0.2
191105,58.2,1.8
191106,69.6,4.2
191107,69.5,0.0
191108,67.6,-0.7
191109,67.3,6.7
191110,49.4,0.8
191111,30.6,-5.6
191112,27.4,-0.3
191201,16.9,-8.2
191202,25.7,-3.0
191203,31.3,-5.5
191204,47.2,0.1
191205,58.4,2.0
191206,61.0,-4.4
191207,70.8,1.3
191208,68.3,0.0
191209,58.6,-2.0
191210,48.8,0.2
191211,35.1,-1.1
191212,26.6,-1.1
191301,25.2,0.1
191302,23.6,-5.1
191303,32.3,-4.5
191304,46.2,-0.9
191305,57.4,1.0
191306,64.5,-0.9
191307,70.6,1.1
191308,70.0,1.7
191309,59.0,-1.6
191310,45.4,-3.2
191311,45.5,9.3
191312,31.1,3.4
191401,31.3,6.2
191402,23.7,-5.0
191403,34.9,-1.9
191404,46.4,-0.7
191405,57.2,0.8
191406,69.6,4.2
191407,71.3,1.8
191408,68.3,0.0
191409,62.8,2.2
191410,49.1,0.5
191411,38.6,2.4
191412,24.1,-3.6
191501,25.2,0.1
191502,33.6,4.9
191503,29.7,-7.1
191504,51.1,4.0
191505,54.8,-1.6
191506,64.0,-1.4
191507,67.3,-2.2
191508,63.2,-5.1
191509,63.0,2.4
191510,47.6,-1.0
191511,38.9,2.7
191512,29.0,1.3
191601,24.3,-0.8
191602,27.4,-1.3
191603,38.7,1.9
191604,44.8,-2.3
191605,57.5,1.1
191606,64.2,-1.2
191607,69.0,-0.5
191608,69.5,1.2
191609,58.9,-1.7
191610,48.6,0.0
191611,35.7,-0.5
191612,23.9,-3.8
191701,25.8,0.7
191702,25.1,-3.6
191703,35.9,-0.9
191704,45.2,-1.9
191705,50.0,-6.4
191706,62.3,-3.1
191707,69.8,0.3
191708,66.2,-2.1
191709,59.3,-1.3
191710,39.8,-8.8
191711,36.3,0.1
191712,21.0,-6.7
191801,13.7,-11.4
191802,28.4,-0.3
191803,40.3,3.5
191804,43.2,-3.9
191805,59.1,2.7
191806,68.5,3.1
191807,68.4,-1.1
191808,70.7,2.4
191809,54.1,-6.5
191810,52.9,4.3
191811,37.7,1.5
191812,30.5,2.8
191901,25.7,0.6
191902,29.2,0.5
191903,38.3,1.5
191904,47.7,0.6
191905,55.7,-0.7
191906,63.8,-1.6
191907,69.4,-0.1
191908,69.0,0.7
191909,62.4,1.8
191910,51.1,2.5
191911,33.5,-2.7
191912,24.1,-3.6
192001,25.7,0.6
192002,30.3,1.6
192003,36.8,0.0
192004,43.2,-3.9
192005,58.0,1.6
192006,64.1,-1.3
192007,68.2,-1.3
192008,65.0,-3.3
192009,62.2,1.6
192010,51.3,2.7
192011,34.8,-1.4
192012,29.1,1.4
192101,32.7,7.6
192102,31.0,2.3
192103,43.7,6.9
192104,45.9,-1.2
192105,57.4,1.0
192106,66.4,1.0
192107,69.8,0.3
192108,69.8,1.5
192109,66.5,5.9
192110,47.3,-1.3
192111,35.5,-0.7
192112,29.4,1.7
192201,24.2,-0.9
192202,30.3,1.6
192203,36.8,0.0
192204,49.3,2.2
192205,58.3,1.9
192206,65.6,0.2
192207,69.2,-0.3
192208,69.6,1.3
192209,61.1,0.5
192210,47.4,-1.2
192211,38.2,2.0
192212,29.7,2.0
192301,32.5,7.4
192302,27.0,-1.7
192303,33.2,-3.6
192304,47.6,0.5
192305,55.6,-0.8
192306,66.5,1.1
192307,70.0,0.5
192308,69.7,1.4
192309,62.2,1.6
192310,47.9,-0.7
192311,37.3,1.1
192312,32.3,4.6
192401,21.5,-3.6
192402,29.2,0.5
192403,31.7,-5.1
192404,46.9,-0.2
192405,51.1,-5.3
192406,68.3,2.9
192407,67.1,-2.4
192408,71.2,2.9
192409,56.3,-4.3
192410,49.6,1.0
192411,38.0,1.8
192412,22.0,-5.7
192501,22.2,-2.9
192502,32.5,3.8
192503,40.1,3.3
192504,53.3,6.2
192505,55.7,-0.7
192506,69.7,4.3
192507,71.2,1.7
192508,67.2,-1.1
192509,64.8,4.2
192510,44.1,-4.5
192511,34.3,-1.9
192512,25.7,-2.0
192601,26.3,1.2
192602,33.4,4.7
192603,35.7,-1.1
192604,42.8,-4.3
192605,56.6,0.2
192606,64.2,-1.2
192607,67.1,-2.4
192608,68.2,-0.1
192609,63.0,2.4
192610,53.0,4.4
192611,33.6,-2.6
192612,28.4,0.7
192701,26.8,1.7
192702,34.2,5.5
192703,37.4,0.6
192704,51.2,4.1
192705,59.4,3.0
192706,64.4,-1.0
192707,68.0,-1.5
192708,66.4,-1.9
192709,61.4,0.8
192710,49.4,0.8
192711,41.0,4.8
192712,23.1,-4.6
192801,27.2,2.1
192802,31.4,2.7
192803,39.2,2.4
192804,44.0,-3.1
192805,56.3,-0.1
192806,63.8,-1.6
192807,69.6,0.1
192808,68.7,0.4
192809,57.3,-3.3
192810,52.5,3.9
192811,37.0,0.8
192812,29.3,1.6
192901,23.5,-1.6
192902,21.0,-7.7
192903,39.5,2.7
192904,50.8,3.7
192905,55.5,-0.9
192906,65.7,0.3
192907,69.3,-0.2
192908,68.9,0.6
192909,59.5,-1.1
192910,50.5,1.9
192911,31.6,-4.6
192912,28.7,1.0
193001,13.7,-11.4
193002,37.1,8.4
193003,33.9,-2.9
193004,51.1,4.0
193005,55.8,-0.6
193006,65.2,-0.2
193007,69.8,0.3
193008,68.8,0.5
193009,63.0,2.4
193010,48.9,0.3
193011,36.3,0.1
193012,28.2,0.5
193101,29.1,4.0
193102,35.6,6.9
193103,33.1,-3.7
193104,44.2,-2.9
193105,52.5,-3.9
193106,66.8,1.4
193107,69.9,0.4
193108,66.3,-2.0
193109,66.9,6.3
193110,54.2,5.6
193111,42.8,6.6
193112,33.8,6.1
193201,28.9,3.8
193202,36.5,7.8
193203,31.3,-5.5
193204,49.8,2.7
193205,56.1,-0.3
193206,66.0,0.6
193207,71.3,1.8
193208,69.4,1.1
193209,60.4,-0.2
193210,44.9,-3.7
193211,31.0,-5.2
193212,24.7,-3.0
193301,32.6,7.5
193302,24.7,-4.0
193303,38.8,2.0
193304,46.3,-0.8
193305,58.3,1.9
193306,65.9,0.5
193307,71.5,2.0
193308,68.7,0.4
193309,66.3,5.7
193310,49.3,0.7
193311,38.7,2.5
193312,32.3,4.6
193401,29.1,4.0
193402,29.0,0.3
193403,33.8,-3.0
193404,48.8,1.7
193405,56.9,0.5
193406,68.9,3.5
193407,73.1,3.6
193408,73.4,5.1
193409,57.9,-2.7
193410,51.6,3.0
193411,40.6,4.4
193412,28.2,0.5
193501,29.6,4.5
193502,31.7,3.0
193503,44.5,7.7
193504,46.5,-0.6
193505,55.2,-1.2
193506,63.9,-1.5
193507,71.2,1.7
193508,70.4,2.1
193509,58.3,-2.3
193510,51.2,2.6
193511,35.0,-1.2
193512,27.9,0.2
193601,23.1,-2.0
193602,19.7,-9.0
193603,40.3,3.5
193604,44.8,-2.3
193605,59.7,3.3
193606,66.3,0.9
193607,71.9,2.4
193608,72.4,4.1
193609,65.8,5.2
193610,47.0,-1.6
193611,33.3,-2.9
193612,32.9,5.2
193701,22.1,-3.0
193702,28.6,-0.1
193703,34.2,-2.6
193704,47.3,0.2
193705,58.6,2.2
193706,66.8,1.4
193707,71.2,1.7
193708,72.3,4.0
193709,62.0,1.4
193710,47.8,-0.8
193711,34.6,-1.6
193712,29.2,1.5
193801,28.8,3.7
193802,34.8,6.1
193803,44.4,7.6
193804,47.2,0.1
193805,57.3,0.9
193806,65.8,0.4
193807,69.5,0.0
193808,70.9,2.6
193809,60.7,0.1
193810,51.2,2.6
193811,33.6,-2.6
193812,28.8,1.1
193901,31.5,6.4
193902,25.1,-3.6
193903,39.0,2.2
193904,46.2,-0.9
193905,57.8,1.4
193906,66.8,1.4
193907,70.7,1.2
193908,67.9,-0.4
193909,63.9,3.3
193910,50.4,1.8
193911,34.8,-1.4
193912,31.0,3.3
194001,14.0,-11.1
194002,29.7,1.0
194003,37.0,0.2
194004,46.5,-0.6
194005,55.3,-1.1
194006,63.4,-2.0
194007,68.7,-0.8
194008,66.8,-1.5
194009,59.7,-0.9
194010,51.4,2.8
194011,34.3,-1.9
194012,31.4,3.7
194101,30.9,5.8
194102,29.8,1.1
194103,33.9,-2.9
194104,50.1,3.0
194105,60.0,3.6
194106,63.9,-1.5
194107,69.1,-0.4
194108,68.8,0.5
194109,63.0,2.4
194110,55.2,6.6
194111,36.2,0.0
194112,32.2,4.5
194201,22.6,-2.5
194202,28.2,-0.5
194203,35.9,-0.9
194204,50.9,3.8
194205,55.2,-1.2
194206,66.6,1.2
194207,68.9,-0.6
194208,68.5,0.2
194209,58.5,-2.1
194210,49.0,0.4
194211,39.4,3.2
194212,29.9,2.2
194301,24.0,-1.1
194302,31.3,2.6
194303,31.8,-5.0
194304,50.5,3.4
194305,55.9,-0.5
194306,68.6,3.2
194307,70.6,1.1
194308,72.3,4.0
194309,59.0,-1.6
194310,46.6,-2.0
194311,33.6,-2.6
194312,26.0,-1.7
194401,27.5,2.4
194402,33.8,5.1
194403,34.8,-2.0
194404,45.7,-1.4
194405,57.8,1.4
194406,68.2,2.8
194407,68.5,-1.0
194408,69.6,1.3
194409,59.5,-1.1
194410,49.2,0.6
194411,40.5,4.3
194412,26.6,-1.1
194501,27.4,2.3
194502,30.6,1.9
194503,41.4,4.6
194504,46.4,-0.7
194505,54.1,-2.3
194506,63.6,-1.8
194507,67.4,-2.1
194508,67.7,-0.6
194509,60.3,-0.3
194510,48.6,0.0
194511,37.3,1.1
194512,23.3,-4.4
194601,27.4,2.3
194602,32.7,4.0
194603,43.5,6.7
194604,51.4,4.3
194605,53.3,-3.1
194606,64.7,-0.7
194607,69.8,0.3
194608,69.1,0.8
194609,60.1,-0.5
194610,51.6,3.0
194611,37.5,1.3
194612,33.4,5.7
194701,26.0,0.9
194702,23.4,-5.3
194703,32.0,-4.8
194704,47.2,0.1
194705,54.6,-1.8
194706,65.4,0.0
194707,67.0,-2.5
194708,71.0,2.7
194709,62.6,2.0
194710,55.1,6.5
194711,34.0,-2.2
194712,28.8,1.1
194801,20.8,-4.3
194802,27.8,-0.9
194803,32.9,-3.9
194804,51.8,4.7
194805,56.5,0.1
194806,65.7,0.3
194807,70.2,0.7
194808,67.6,-0.7
194809,59.2,-1.4
194810,44.8,-3.8
194811,34.6,-1.6
194812,29.9,2.2
194901,20.7,-4.4
194902,29.0,0.3
194903,36.7,-0.1
194904,46.6,-0.5
194905,59.1,2.7
194906,67.1,1.7
194907,70.7,1.2
194908,65.5,-2.8
194909,56.6,-4.0
194910,48.7,0.1
194911,35.9,-0.3
194912,28.1,0.4
195001,26.0,0.9
195002,31.6,2.9
195003,33.6,-3.2
195004,45.3,-1.8
195005,57.0,0.6
195006,65.7,0.3
195007,66.9,-2.6
195008,64.9,-3.4
195009,59.7,-0.9
195010,52.1,3.5
195011,31.5,-4.7
195012,23.6,-4.1
195101,24.8,-0.3
195102,29.6,0.9
195103,33.8,-3.0
195104,44.6,-2.5
195105,55.9,-0.5
195106,64.5,-0.9
195107,70.6,1.1
195108,70.7,2.4
195109,59.3,-1.3
195110,49.0,0.4
195111,31.5,-4.7
195112,27.1,-0.6
195201,31.8,6.7
195202,33.4,4.7
195203,34.4,-2.4
195204,44.1,-3.0
195205,55.4,-1.0
195206,70.3,4.9
195207,69.2,-0.3
195208,71.4,3.1
195209,57.9,-2.7
195210,41.1,-7.5
195211,34.8,-1.4
195212,27.4,-0.3
195301,29.0,3.9
195302,30.7,2.0
195303,41.6,4.8
195304,43.7,-3.4
195305,56.6,0.2
195306,71.7,6.3
195307,69.1,-0.4
195308,66.7,-1.6
195309,58.9,-1.7
195310,50.4,1.8
195311,36.4,0.2
195312,28.3,0.6
195401,24.6,-0.5
195402,35.0,6.3
195403,34.3,-2.5
195404,52.9,5.8
195405,52.8,-3.6
195406,66.5,1.1
195407,73.8,4.3
195408,72.0,3.7
195409,63.4,2.8
195410,51.9,3.3
195411,36.2,0.0
195412,28.7,1.0
195501,28.2,3.1
195502,27.1,-1.6
195503,36.0,-0.8
195504,51.1,4.0
195505,59.3,2.9
195506,62.5,-2.9
195507,71.5,2.0
195508,68.2,-0.1
195509,62.9,2.3
195510,47.9,-0.7
195511,31.5,-4.7
195512,25.7,-2.0
195601,24.1,-1.0
195602,29.4,0.7
195603,36.4,-0.4
195604,44.0,-3.1
195605,60.9,4.5
195606,67.3,1.9
195607,70.6,1.1
195608,69.4,1.1
195609,60.4,-0.2
195610,52.1,3.5
195611,33.7,-2.5
195612,30.4,2.7
195701,23.8,-1.3
195702,36.2,7.5
195703,36.8,0.0
195704,47.1,0.0
195705,56.7,0.3
195706,64.6,-0.8
195707,71.7,2.2
195708,68.5,0.2
195709,57.0,-3.6
195710,47.1,-1.5
195711,35.8,-0.4
195712,31.8,4.1
195801,26.7,1.6
195802,26.5,-2.2
195803,32.3,-4.5
195804,45.9,-1.2
195805,58.1,1.7
195806,65.6,0.2
195807,69.6,0.1
195808,67.9,-0.4
195809,63.1,2.5
195810,49.1,0.5
195811,37.0,0.8
195812,25.2,-2.5
195901,22.2,-2.9
195902,28.4,-0.3
195903,35.4,-1.4
195904,45.8,-1.3
195905,60.0,3.6
195906,65.4,0.0
195907,66.9,-2.6
195908,69.0,0.7
195909,60.6,0.0
195910,46.3,-2.3
195911,29.7,-6.5
195912,32.4,4.7
196001,26.3,1.2
196002,24.6,-4.1
196003,29.0,-7.8
196004,49.0,1.9
196005,53.5,-2.9
196006,65.6,0.2
196007,67.8,-1.7
196008,67.9,-0.4
196009,61.4,0.8
196010,51.1,2.5
196011,37.0,0.8
196012,27.1,-0.6
196101,21.4,-3.7
196102,31.4,2.7
196103,38.9,2.1
196104,44.4,-2.7
196105,55.2,-1.2
196106,62.8,-2.6
196107,67.1,-2.4
196108,65.7,-2.6
196109,58.7,-1.9
196110,48.8,0.2
196111,35.8,-0.4
196112,26.7,-1.0
196201,19.7,-5.4
196202,31.6,2.9
196203,33.5,-3.3
196204,46.2,-0.9
196205,61.4,5.0
196206,63.9,-1.5
196207,69.5,0.0
196208,67.2,-1.1
196209,60.6,0.0
196210,52.5,3.9
196211,37.6,1.4
196212,29.0,1.3
196301,15.9,-9.2
196302,25.7,-3.0
196303,39.0,2.2
196304,51.8,4.7
196305,58.8,2.4
196306,66.7,1.3
196307,70.8,1.3
196308,69.0,0.7
196309,62.1,1.5
196310,53.8,5.2
196311,36.9,0.7
196312,20.7,-7.0
196401,25.1,0.0
196402,26.4,-2.3
196403,32.8,-4.0
196404,50.0,2.9
196405,59.0,2.6
196406,65.3,-0.1
196407,70.7,1.2
196408,68.2,-0.1
196409,61.1,0.5
196410,45.5,-3.1
196411,40.1,3.9
196412,26.6,-1.1
196501,27.7,2.6
196502,26.2,-2.5
196503,28.3,-8.5
196504,50.8,3.7
196505,59.4,3.0
196506,65.1,-0.3
196507,69.9,0.4
196508,66.4,-1.9
196509,60.6,0.0
196510,47.0,-1.6
196511,42.1,5.9
196512,34.0,6.3
196601,21.6,-3.5
196602,26.4,-2.3
196603,38.2,1.4
196604,44.6,-2.5
196605,53.4,-3.0
196606,64.2,-1.2
196607,72.6,3.1
196608,65.6,-2.7
196609,58.0,-2.6
196610,44.5,-4.1
196611,39.5,3.3
196612,24.6,-3.1
196701,25.8,0.7
196702,26.6,-2.1
196703,41.2,4.4
196704,53.4,6.3
196705,52.8,-3.6
196706,65.8,0.4
196707,66.6,-2.9
196708,64.0,-4.3
196709,57.6,-3.0
196710,47.8,-0.8
196711,34.8,-1.4
196712,28.3,0.6
196801,27.4,2.3
196802,25.6,-3.1
196803,38.0,1.2
196804,45.8,-1.3
196805,53.8,-2.6
196806,64.9,-0.5
196807,68.0,-1.5
196808,68.4,0.1
196809,56.6,-4.0
196810,48.3,-0.3
196811,35.4,-0.8
196812,25.0,-2.7
196901,27.7,2.6
196902,30.8,2.1
196903,30.2,-6.6
196904,48.2,1.1
196905,57.1,0.7
196906,63.6,-1.8
196907,72.0,2.5
196908,68.0,-0.3
196909,61.5,0.9
196910,47.3,-1.3
196911,33.1,-3.1
196912,29.0,1.3
197001,20.4,-4.7
197002,29.6,0.9
197003,33.8,-3.0
197004,47.2,0.1
197005,57.2,0.8
197006,64.4,-1.0
197007,68.4,-1.1
197008,69.2,0.9
197009,62.7,2.1
197010,46.7,-1.9
197011,33.8,-2.4
197012,30.2,2.5
